Id,Review,Label,Label5,Label2,Label_Name
757,"Honestly, for something that says ""Advanced"" in the title, I thought it was a little too basic. There isn't enough depth and a lot of it involves common sense. Perhaps a more case-study driven course would have been interesting with more qualitative, essay responses required rather than cut-and-dry multiple-choice.",3,2,1,Neutral
758,"content was not as interesting as in the first course, but still good overall. Questions were also less analytical challenging as the first course. But I still enjoyed the course as the professor was explaining the subject clearly and the videos were compact and enjoyable.",4,3,2,Positive
759,"Overall, this is a good subject.However, some slides are not well organized.Many questions in assignment are too tricky.",3,2,1,Neutral
760,Fascinating material. Thanks again!,4,3,2,Positive
761,"Great professor, interesting course.",5,4,2,Very Positive
762,"while the task of summing up a lot of information in a minimum sized presentation is always a very difficult task, the structure of the material presented was not optimal. This in turn made it difficult for me personally to actually connect the weekly information presented with the overall meaning and the objective of each module. The ""why"" and ""how"" of most modules fit to the meaning we are forming (up to week 5 -the point I am leaving this class) is not evident. Last, some of the questions contained ambiguities that could not be reasonably clarified even going back and reviewing the material of the specific segment. Thank you for the offered class in any case.",2,1,0,Negative
763,"Varied and well-explained that held my interest throughout. My only criticism is the English in some of the written quizzes, especially in the final exam, needs reviewing by native speaker as some of the answers are ambiguous when they do not properly explain the context of the situation.",4,3,2,Positive
764,One of the best courses on Coursera.,5,4,2,Very Positive
765,Awesome course! I learned a lot through this journey. Thanks very much for providing this course.,5,4,2,Very Positive
766,Amazing course.,5,4,2,Very Positive
767,"Good course, Hope we had a certification for this.",5,4,2,Very Positive
768,"One suggestion would be lest multiple option answers, but the course was challenging enough to learn valuable information.",4,3,2,Positive
769,Very useful course and extremely well presented. Would recommend it.,4,3,2,Positive
770,World-class,5,4,2,Very Positive
771,"Very good course, but it is not ""advanced strategy"".",4,3,2,Positive
772,Very informative and I learned a lot,4,3,2,Positive
773,Valuable sequel to course Competitive Strategy by the same author. Interesting and informative.,5,4,2,Very Positive
774,"it is well put and easy to understand. besides, you can learn it anytime. the content is enlightening and has many new and intestesting topics. i really like it .",5,4,2,Very Positive
775,"This course is not only well structured, but truly enjoyable with the various outdoor background",5,4,2,Very Positive
776,"It was a great course, however some of the quiz answers are debatable",4,3,2,Positive
777,"After completing this course, I have gained valuable insights in real life situations and be more aware in my own industry. This course would not only allow you to see the playing field but also to make carefully calculated decisions towards the best possible outcome.The tests are difficult and some are rather tricky. But hey, the situations we encounter in real life are far worse than these.",5,4,2,Very Positive
778,"Material was tough, some of the questions weren't easy to understand / process. But overall a great class.",4,3,2,Positive
779,Very Good!,5,4,2,Very Positive
780,"While the course was overall well developed, there are certain language challenges to overcome especially with understanding the wording of quizzes. I got a number of questions wrong simply because I could not understand the phrasing, and lack of explanations on quizzes makes for a lot of difficulty to evaluate progress. And I get the reason for not including answer explanations, at the same time I'm literally comparing answers to the module transcripts and could not possibly infer multiple choice answers based off how the topic was explained. I would suggest more definitive questions and reduce multiple choice questions or at least define the question in a more narrow, specified manner to minimize confusion. I'm taking this course for fun, I have an MBA and love strategy, so the topics are not new by any means, but if I can't understand what you're trying to say I would imagine non-business backgrounds would find the questions very difficult.",4,3,2,Positive
781,it was great learning such interesting issues,5,4,2,Very Positive
782,"Nice addition to the ""Competitive Strategy"" course, although not as interesting and practical as the first part... Cases and current examples would have made this section much better.Prof. Tobias Kretschmer ... 5 starsCompetitive Strategy . . . 5 starsAdvanced Competitive Strategy ... 3 stars",3,2,1,Neutral
783,An easy to understand and very resourceful course with ample examples. Would love to enroll into similar courses.,5,4,2,Very Positive
784,Awesome concept to learn,5,4,2,Very Positive
